"covidence_id","source","paper_title","short_cite","citation","link","spec_site","site","WDPA.ID","plot_size_ha","lat","long","area","paper_month_start","paper_year_start","paper_month_end","paper_year_end","method","fruit_flower","onset","end","percent_species","percent_indiv","reproduction % basal area","other_descript","onset_date","end_date","paper_start_month","paper_end_month","paper_start_date","paper_end_date"
"74","lit review","Plant reproductive phenology over four years including an episode of general flowering in a lowland dipterocarp forest, Sarawak, Malaysia","Sakai et al. 2019","Sakai S, Momose K, Yumoto T, Nagamitsu T, Nagamasu H, Hamid AA, Nakashizuka T. Plant reproductive phenology over four years including an episode of general flowering in a lowland dipterocarp forest,Sarawak, Malaysia. Am J Bot. 1999 Oct;86(10):1414-36. PMID: 10523283.","https://pubmed.ncbi.nlm.nih.gov/10523283/","Canopy Biology Plot, waterfall trail","Lambir Hills","4056","13","4.1865","114.017","Sarawak","August",1992,"December",1996,"canopy observation system","fruit","December 1996","February 1997",NA,NA,NA,NA,1996-12-01,1997-02-01,"August","December",1992-08-01,1996-12-01
"78","lit review","Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia","Hosaka et al. 2017","Hosaka, T., Yumoto, T., Chen, Y.-Y., Sun, I.-F., Wright, S.J., Numata, S. and Nur Supardi, N.M. (2017), Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia. Biotropica, 49: 177-185. https://doi.org/10.1111/btp.12371","https://onlinelibrary.wiley.com/doi/10.1111/btp.12371",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","flower","August 2001","November 2001","75.0 percent of dipterocarp species","19.8 percent of dipterocarp individuals (≥30 cm dbh)",NA,NA,2001-08-01,2001-11-01,"August","September",2001-08-01,2002-09-01
"78","lit review","Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia","Hosaka et al. 2017","Hosaka, T., Yumoto, T., Chen, Y.-Y., Sun, I.-F., Wright, S.J., Numata, S. and Nur Supardi, N.M. (2017), Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia. Biotropica, 49: 177-185. https://doi.org/10.1111/btp.12371","https://onlinelibrary.wiley.com/doi/10.1111/btp.12371",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","fruit","December 2001","February 2002",NA,NA,NA,NA,2001-12-01,2002-02-01,"August","September",2001-08-01,2002-09-01
"78","lit review","Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia","Hosaka et al. 2017","Hosaka, T., Yumoto, T., Chen, Y.-Y., Sun, I.-F., Wright, S.J., Numata, S. and Nur Supardi, N.M. (2017), Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia. Biotropica, 49: 177-185. https://doi.org/10.1111/btp.12371","https://onlinelibrary.wiley.com/doi/10.1111/btp.12371",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","flower","March 2002","June 2002","85.7 percent of dipterocarp species","35.7 percent of dipterocarp individuals (≥30 cm dbh)",NA,NA,2002-03-01,2002-06-01,"August","September",2001-08-01,2002-09-01
"78","lit review","Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia","Hosaka et al. 2017","Hosaka, T., Yumoto, T., Chen, Y.-Y., Sun, I.-F., Wright, S.J., Numata, S. and Nur Supardi, N.M. (2017), Responses of pre-dispersal seed predators to sequential flowering of Dipterocarps in Malaysia. Biotropica, 49: 177-185. https://doi.org/10.1111/btp.12371","https://onlinelibrary.wiley.com/doi/10.1111/btp.12371",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","fruit","July 2002","September 2002",NA,NA,NA,NA,2002-07-01,2002-09-01,"August","September",2001-08-01,2002-09-01
"310","lit review","Seasonally Consistent Small Home Range and Long Ranging Distance in Presbytis rubicunda in Danum Valley, Borneo","Hanya & Bernard 2016","Hanya, G., Bernard, H. Seasonally Consistent Small Home Range and Long Ranging Distance in Presbytis rubicunda in Danum Valley, Borneo. Int J Primatol 37, 390–404 (2016). https://doi.org/10.1007/s10764-016-9907-z","https://link.springer.com/article/10.1007/s10764-016-9907-z#citeas","Danum Valley Field Centre","Danum Valley","10279","43800","4.964768","117.805078","Sabah","December",2006,"December",2008,"monthly direct monitoring of sample trees","fruit","May 2007","October 2007",NA,NA,NA,NA,2007-05-01,2007-10-01,"December","December",2006-12-01,2008-12-01
"88","lit review","Sun bears use 14-year-old previously logged forest more than primary forest in Sabah, Malaysia","Hwang et al. 2021","Hwang, M.-H., M. A. Ditmer, S.-D. Teo, S. T. Wong, and D. L. Garshelis. 2021. Sun bears use 14-year-old previously logged forest more than primary forest in Sabah, Malaysia. Ecosphere 12(10):e03769. 10.1002/ecs2.3769","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.3769",NA,"Ulu Segama Forest Reserve","555705678","2202800","4.9611111","117.8","Sabah","May",2006,"January",2007,"NA","fruit","May 2005","August 2005",NA,NA,NA,NA,2005-05-01,2005-08-01,"May","January",2006-05-01,2007-01-01
"93","lit review","Reproduction in the short-nosed fruit bat in relation to environmental factors","Bumrungsri, Bumrungsri & Racey, 2007","Bumrungsri, S., Bumrungsri, W. and Racey, P.A. (2007), Reproduction in the short-nosed fruit bat in relation to environmental factors. Journal of Zoology, 272: 73-81. https://doi.org/10.1111/j.1469-7998.2006.00245.x","https://zslpublications.onlinelibrary.wiley.com/doi/full/10.1111/j.1469-7998.2006.00245.x",NA,"Khao Ang Runai Wildlife Sanctuary","1425","108454","13.416152","101.878006","Southern Thailand","March",1998,"April",2000,"binocular observation","fruit","March 1999","September 1999",NA,NA,NA,NA,1999-03-01,1999-09-01,"March","April",1998-03-01,2000-04-01
"106","lit review","Impact of El Nino and logging on canopy tree recruitment in Borneo","Curran et al. 1999","Impact of El Niño and Logging on Canopy Tree Recruitment in Borneo

L. M. Curran, I. Caniago, G. D. Paoli, D. Astianti, M. Kusneti, M. Leighton, et al.

Science 1999 Vol. 286 Issue 5447 Pages 2184-2188

DOI: 10.1126/science.286.5447.2184

https://doi.org/10.1126/science.286.5447.2184","https://www.science.org/doi/10.1126/science.286.5447.2184",NA,"Gunung Palung National Park","20378",NA,"-1.2166667","110.1166667","West Kalimantan","January",1986,"December",1999,"collecting from ground","fruit","January 1987","April 1987",NA,NA,NA,NA,1987-01-01,1987-04-01,"January","December",1986-01-01,1999-12-01
"106","lit review","Impact of El Nino and logging on canopy tree recruitment in Borneo","Curran et al. 1999","Impact of El Niño and Logging on Canopy Tree Recruitment in Borneo

L. M. Curran, I. Caniago, G. D. Paoli, D. Astianti, M. Kusneti, M. Leighton, et al.

Science 1999 Vol. 286 Issue 5447 Pages 2184-2188

DOI: 10.1126/science.286.5447.2184

https://doi.org/10.1126/science.286.5447.2184","https://www.science.org/doi/10.1126/science.286.5447.2184",NA,"Gunung Palung National Park","20378",NA,"-1.2166667","110.1166667","West Kalimantan","January",1986,"December",1999,"collecting from ground","fruit","January 1991","April 1991",NA,NA,NA,NA,1991-01-01,1991-04-01,"January","December",1986-01-01,1999-12-01
"106","lit review","Impact of El Nino and logging on canopy tree recruitment in Borneo","Curran et al. 1999","Impact of El Niño and Logging on Canopy Tree Recruitment in Borneo

L. M. Curran, I. Caniago, G. D. Paoli, D. Astianti, M. Kusneti, M. Leighton, et al.

Science 1999 Vol. 286 Issue 5447 Pages 2184-2188

DOI: 10.1126/science.286.5447.2184

https://doi.org/10.1126/science.286.5447.2184","https://www.science.org/doi/10.1126/science.286.5447.2184",NA,"Gunung Palung National Park","20378",NA,"-1.2166667","110.1166667","West Kalimantan","January",1986,"December",1999,"collecting from ground","fruit","December 1994","March 1995","106",NA,NA,NA,1994-12-01,1995-03-01,"January","December",1986-01-01,1999-12-01
"106","lit review","Impact of El Nino and logging on canopy tree recruitment in Borneo","Curran et al. 1999","Impact of El Niño and Logging on Canopy Tree Recruitment in Borneo

L. M. Curran, I. Caniago, G. D. Paoli, D. Astianti, M. Kusneti, M. Leighton, et al.

Science 1999 Vol. 286 Issue 5447 Pages 2184-2188

DOI: 10.1126/science.286.5447.2184

https://doi.org/10.1126/science.286.5447.2184","https://www.science.org/doi/10.1126/science.286.5447.2184",NA,"Gunung Palung National Park","20378",NA,"-1.2166667","110.1166667","West Kalimantan","January",1986,"December",1999,"collecting from ground","fruit","December 1997","March 1998",NA,NA,NA,NA,1997-12-01,1998-03-01,"January","December",1986-01-01,1999-12-01
"108","lit review","Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest","Nakagawa et al. 2000","Nakagawa M, Itioka T, Momose K, Yumoto T, Komai F, Morimoto K, Jordal BH, Kato M, Kaliang H, Hamid AA, Inoue T, Nakashizuka T. Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest. Bull Entomol Res. 2003 Oct;93(5):455-66. doi: 10.1079/ber2003257. PMID: 14658448.","https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/resource-use-of-insect-seed-predators-during-general-flowering-and-seeding-events-in-a-bornean-dipterocarp-rain-forest/65AF9CD6181E434A8A0A94975ED70714","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","June",1996,"October",1998,"seed traps","flower","March 1996","March 1996",NA,NA,NA,NA,1996-03-01,1996-03-01,"June","October",1996-06-01,1998-10-01
"108","lit review","Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest","Nakagawa et al. 2000","Nakagawa M, Itioka T, Momose K, Yumoto T, Komai F, Morimoto K, Jordal BH, Kato M, Kaliang H, Hamid AA, Inoue T, Nakashizuka T. Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest. Bull Entomol Res. 2003 Oct;93(5):455-66. doi: 10.1079/ber2003257. PMID: 14658448.","https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/resource-use-of-insect-seed-predators-during-general-flowering-and-seeding-events-in-a-bornean-dipterocarp-rain-forest/65AF9CD6181E434A8A0A94975ED70714","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","June",1996,"October",1998,"seed traps","fruit","July 1996","July 1996",NA,NA,NA,"only peak reported",1996-07-01,1996-07-01,"June","October",1996-06-01,1998-10-01
"108","lit review","Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest","Nakagawa et al. 2000","Nakagawa M, Itioka T, Momose K, Yumoto T, Komai F, Morimoto K, Jordal BH, Kato M, Kaliang H, Hamid AA, Inoue T, Nakashizuka T. Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest. Bull Entomol Res. 2003 Oct;93(5):455-66. doi: 10.1079/ber2003257. PMID: 14658448.","https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/resource-use-of-insect-seed-predators-during-general-flowering-and-seeding-events-in-a-bornean-dipterocarp-rain-forest/65AF9CD6181E434A8A0A94975ED70714","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","June",1996,"October",1998,"seed traps","flower","February 1998","February 1998",NA,NA,NA,NA,1998-02-01,1998-02-01,"June","October",1996-06-01,1998-10-01
"108","lit review","Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest","Nakagawa et al. 2000","Nakagawa M, Itioka T, Momose K, Yumoto T, Komai F, Morimoto K, Jordal BH, Kato M, Kaliang H, Hamid AA, Inoue T, Nakashizuka T. Resource use of insect seed predators during general flowering and seeding events in a Bornean dipterocarp rain forest. Bull Entomol Res. 2003 Oct;93(5):455-66. doi: 10.1079/ber2003257. PMID: 14658448.","https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/resource-use-of-insect-seed-predators-during-general-flowering-and-seeding-events-in-a-bornean-dipterocarp-rain-forest/65AF9CD6181E434A8A0A94975ED70714","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","June",1996,"October",1998,"seed traps","fruit","July 1998","July 1998",NA,NA,NA,"only peak reported",1998-07-01,1998-07-01,"June","October",1996-06-01,1998-10-01
"124","lit review","Various population fluctuation patterns of light-attracted beetles in atropical lowland dipterocarp forest in Sarawak","Kato et al. 2000","Kato, M., Itioka, T., Sakai, S. et al. Various population fluctuation patterns of light-attracted beetles in a tropical lowland dipterocarp forest in Sarawak. Popul Ecol 42, 97–104 (2000). https://doi.org/10.1007/s101440050014","https://link.springer.com/article/10.1007/s101440050014#citeas","Canopy Biology Plot","Lambir Hills","4056","13","4.1865","114.017","Sarawak","August",1992,"September",1998,"canopy observation system","flower","March 1992","May 1992",NA,NA,NA,NA,1992-03-01,1992-05-01,"August","September",1992-08-01,1998-09-01
"124","lit review","Various population fluctuation patterns of light-attracted beetles in atropical lowland dipterocarp forest in Sarawak","Kato et al. 2000","Kato, M., Itioka, T., Sakai, S. et al. Various population fluctuation patterns of light-attracted beetles in a tropical lowland dipterocarp forest in Sarawak. Popul Ecol 42, 97–104 (2000). https://doi.org/10.1007/s101440050014","https://link.springer.com/article/10.1007/s101440050014#citeas","Canopy Biology Plot","Lambir Hills","4056","13","4.1865","114.017","Sarawak","August",1992,"September",1998,"canopy observation system","flower","March 1996","September 1996",NA,"29.7",NA,NA,1996-03-01,1996-09-01,"August","September",1992-08-01,1998-09-01
"124","lit review","Various population fluctuation patterns of light-attracted beetles in atropical lowland dipterocarp forest in Sarawak","Kato et al. 2000","Kato, M., Itioka, T., Sakai, S. et al. Various population fluctuation patterns of light-attracted beetles in a tropical lowland dipterocarp forest in Sarawak. Popul Ecol 42, 97–104 (2000). https://doi.org/10.1007/s101440050014","https://link.springer.com/article/10.1007/s101440050014#citeas","Canopy Biology Plot","Lambir Hills","4056","13","4.1865","114.017","Sarawak","August",1992,"September",1998,"canopy observation system","flower","March 1997","May 1997",NA,"19.5",NA,NA,1997-03-01,1997-05-01,"August","September",1992-08-01,1998-09-01
"124","lit review","Various population fluctuation patterns of light-attracted beetles in atropical lowland dipterocarp forest in Sarawak","Kato et al. 2000","Kato, M., Itioka, T., Sakai, S. et al. Various population fluctuation patterns of light-attracted beetles in a tropical lowland dipterocarp forest in Sarawak. Popul Ecol 42, 97–104 (2000). https://doi.org/10.1007/s101440050014","https://link.springer.com/article/10.1007/s101440050014#citeas","Canopy Biology Plot","Lambir Hills","4056","13","4.1865","114.017","Sarawak","August",1992,"September",1998,"canopy observation system","flower","March 1998","June 1998",NA,"21.1",NA,NA,1998-03-01,1998-06-01,"August","September",1992-08-01,1998-09-01
"130","lit review","Utility of commercial high-resolution satellite imagery for monitoring general flowering in Sarawak, Borneo","Miura et al. 2023","Miura, T., Tokumoto, Y., Shin, N., Shimizu, K. K., Pungga, R. A. S., & Ichie, T. (2023). Utility of commercial high-resolution satellite imagery for monitoring general flowering in Sarawak, Borneo. Ecological Research, 38(3), 386-402. https://doi.org/10.1111/1440-1703.12382","https://esj-journals.onlinelibrary.wiley.com/doi/10.1111/1440-1703.12382",NA,"Lambir Hills","4056","6900","4.1865","114.017","Sarawak","January",2019,"August",2019,"seed trap; canopy cam; Satellite imagery","flower","March 2019","July 2019",NA,NA,NA,NA,2019-03-01,2019-07-01,"January","August",2019-01-01,2019-08-01
"138","lit review","Long-term reproductive behaviour of woody plants across seven Bornean forest types in the Gunung Palung National Park (Indonesia): suprannual synchrony, temporal productivity and fruiting diversity","Cannon et al. 2007","Cannon, C.H., Curran, L.M., Marshall, A.J. and Leighton, M. (2007), Long-term reproductive behaviour of woody plants across seven Bornean forest types in the Gunung Palung National Park (Indonesia): suprannual synchrony, temporal productivity and fruiting diversity. Ecology Letters, 10: 956-969. https://doi.org/10.1111/j.1461-0248.2007.01089.x","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2007.01089.x",NA,"Gunung Palung National Park","20378","1500","-1.2166667","110.1166667","West Kalimantan","February",1986,"September",1991,"binoculars and ground observation","fruit","February 1987","March 1987",NA,NA,NA,NA,1987-02-01,1987-03-01,"February","September",1986-02-01,1991-09-01
"138","lit review","Long-term reproductive behaviour of woody plants across seven Bornean forest types in the Gunung Palung National Park (Indonesia): suprannual synchrony, temporal productivity and fruiting diversity","Cannon et al. 2007","Cannon, C.H., Curran, L.M., Marshall, A.J. and Leighton, M. (2007), Long-term reproductive behaviour of woody plants across seven Bornean forest types in the Gunung Palung National Park (Indonesia): suprannual synchrony, temporal productivity and fruiting diversity. Ecology Letters, 10: 956-969. https://doi.org/10.1111/j.1461-0248.2007.01089.x","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2007.01089.x",NA,"Gunung Palung National Park","20378","1500","-1.2166667","110.1166667","West Kalimantan","February",1986,"September",1991,"binoculars and ground observation","fruit","January 1991","March 1991",NA,NA,NA,NA,1991-01-01,1991-03-01,"February","September",1986-02-01,1991-09-01
"164","lit review","Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest","Numata et al. 2012","Numata, S., Suzuki, R.O., Nishimura, S. et al. Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest. J For Res 17, 378–387 (2012). https://doi.org/10.1007/s10310-011-0308-z","https://link.springer.com/article/10.1007/s10310-011-0308-z#citeas",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"February",2002,"binoculars","flower","August 2001","December 2001",NA,NA,NA,NA,2001-08-01,2001-12-01,"August","February",2001-08-01,2002-02-01
"164","lit review","Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest","Numata et al. 2012","Numata, S., Suzuki, R.O., Nishimura, S. et al. Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest. J For Res 17, 378–387 (2012). https://doi.org/10.1007/s10310-011-0308-z","https://link.springer.com/article/10.1007/s10310-011-0308-z#citeas",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"February",2002,"binoculars","fruit","January 2002","February 2002",NA,"79",NA,NA,2002-01-01,2002-02-01,"August","February",2001-08-01,2002-02-01
"164","lit review","Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest","Numata et al. 2012","Numata, S., Suzuki, R.O., Nishimura, S. et al. Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest. J For Res 17, 378–387 (2012). https://doi.org/10.1007/s10310-011-0308-z","https://link.springer.com/article/10.1007/s10310-011-0308-z#citeas",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"February",2002,"binoculars","flower","March 2002","July 2002",NA,NA,NA,NA,2002-03-01,2002-07-01,"August","February",2001-08-01,2002-02-01
"164","lit review","Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest","Numata et al. 2012","Numata, S., Suzuki, R.O., Nishimura, S. et al. Fruiting behavior of dipterocarps in two consecutive episodes of general flowering in a Malaysian lowland rain forest. J For Res 17, 378–387 (2012). https://doi.org/10.1007/s10310-011-0308-z","https://link.springer.com/article/10.1007/s10310-011-0308-z#citeas",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"February",2002,"binoculars","fruit","August 2002","September 2002",NA,"88",NA,NA,2002-08-01,2002-09-01,"August","February",2001-08-01,2002-02-01
"170","lit review","Canopy crane survey of the hemipteran assemblage structure in a Bornean forest","Kishimoto-Yamada et al. 2015","Canopy crane survey of the hemipteran assemblage structure in a Bornean forest

K. Kishimoto-Yamada, T. Ishikawa, M. U. Saito, P. Meleng, H. O. Tanaka and T. Itioka

Raffles Bulletin of Zoology 2015 Vol. 63 Pages 471-483","https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/11/app/uploads/2017/06/63rbz471-483.pdf","Crane Plot","Lambir Hills","4056","6900","4.1865","114.017","Sarawak","April",2009,"November",2009,"canopy crane","flower","April 2009","July 2009",NA,NA,NA,NA,2009-04-01,2009-07-01,"April","November",2009-04-01,2009-11-01
"170","lit review","Canopy crane survey of the hemipteran assemblage structure in a Bornean forest","Kishimoto-Yamada et al. 2015","Canopy crane survey of the hemipteran assemblage structure in a Bornean forest

K. Kishimoto-Yamada, T. Ishikawa, M. U. Saito, P. Meleng, H. O. Tanaka and T. Itioka

Raffles Bulletin of Zoology 2015 Vol. 63 Pages 471-483","https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/11/app/uploads/2017/06/63rbz471-483.pdf","Crane Plot","Lambir Hills","4056","6900","4.1865","114.017","Sarawak","April",2009,"November",2009,"canopy crane","fruit","September 2009","November 2009",NA,NA,NA,NA,2009-09-01,2009-11-01,"April","November",2009-04-01,2009-11-01
"357","lit review","Bornean tropical forests recovering from logging at risk of regeneration failure","Bartholomew et al. 2024","Bartholomew, D. C., Hayward, R., Burslem, D. F. R. P., Bittencourt, P. R. L., Chapman, D., Bin Suis, M. A. F., Nilus, R., O’Brien, M. J., Reynolds, G., Rowland, L., Banin, L. F., & Dent, D. (2024). Bornean tropical forests recovering from logging at risk of regeneration failure. Global Change Biology, 30, e17209. https://doi.org/10.1111/gcb.17209","https://onlinelibrary.wiley.com/doi/10.1111/gcb.17209",NA,"Danum Valley","10279","43800","4.964768","117.805078","Sabah","September",2019,"March",2021,"NA","fruit","July 2019","August 2019",NA,NA,NA,NA,2019-07-01,2019-08-01,"September","March",2019-09-01,2021-03-01
"399","lit review","Fluctuations of population density in Bornean orangutans (Pongo pygmaeus morio) related to fruit availability in the Danum Valley, Sabah, Malaysia: a 10-year record including two mast fruitings and three other peak fruitings","Kanamori et al. 2017","Kanamori, T., Kuze, N., Bernard, H. et al. Fluctuations of population density in Bornean orangutans (Pongo pygmaeus morio) related to fruit availability in the Danum Valley, Sabah, Malaysia: a 10-year record including two mast fruitings and three other peak fruitings. Primates 58, 225–235 (2017). https://doi.org/10.1007/s10329-016-0584-5","https://link.springer.com/article/10.1007/s10329-016-0584-5","Borneo Rainforest Lodge","Danum Valley","10279","200","5.0213889","117.7472222","Sabah","January",2005,"December",2014,"line transects","fruit","July 2005","August 2005",NA,NA,NA,NA,2005-07-01,2005-08-01,"January","December",2005-01-01,2014-12-01
"196","lit review","Relationships between physical and chemical characteristics of dipterocarp seeds","Nakagawa & Nakashizuka 2004","Nakagawa, M. & Nakashizuka, T. (2004). Relationships between physical and chemical characteristics of dipterocarp seeds. Seed Science Research, 14, 363-369.","https://www.researchgate.net/publication/231925055_Relationships_between_physical_and_chemical_characteristics_of_dipterocarp_seeds",NA,"Lambir Hills","4056","13","4.1865","114.017","Sarawak","January",1992,"March",2002,"canopy observation system","flower","August 2001","March 2002",NA,"26.2",NA,NA,2001-08-01,2002-03-01,"January","March",1992-01-01,2002-03-01
"214","lit review","Seed production and survival of four dipterocarp species in degraded forests in Singapore","Chong et al. 2016","Chong, K. Y., Chong, R., Tan, L. W. A., Yee, A. T. K., Chua, M. A. H., Wong, K. M., & Tan, H. T. W. (2016). Seed production and survival of four dipterocarp species in degraded forests in Singapore. Plant Ecology & Diversity, 9(5–6), 483–490. https://doi.org/10.1080/17550874.2016.1266404","https://www.tandfonline.com/doi/full/10.1080/17550874.2016.1266404",NA,"Central Catchment Nature Reserve (MacRitchie)","313505","118","1.3333333","103.8166667","Singapore","May",2014,"September",2014,"seed trap","fruit","July 2014","September 2014",NA,NA,NA,NA,2014-07-01,2014-09-01,"May","September",2014-05-01,2014-09-01
"215","lit review","Ecological significance of the patches dominated by pioneer trees for the regeneration of dipterocarps in a Bornean logged-over secondary forest","Aoyagi, Imai & Kitayama 2013","Aoyagi, R., Imai, N. & Kitayama, K. (2013). Ecological significance of the patches dominated by pioneer trees for the regeneration of dipterocarps in a Bornean logged-over secondary forest. Forest Ecology and Management, 289, 378-384.","https://www.sciencedirect.com/science/article/pii/S0378112712006342",NA,"Tangkulap Forest Reserve","NA","4","5.2416667","117.1933333","Sabah","January",2009,"December",2011,"ground collection","fruit","February 2010","April 2010",NA,NA,NA,NA,2010-02-01,2010-04-01,"January","December",2009-01-01,2011-12-01
"271","lit review","Increased seed predation in the second fruiting event during an exceptionally long period of community-level masting in Borneo","Iku et al. 2017","Iku, A., Itioka, T., Kishimoto-Yamada, K. et al. Increased seed predation in the second fruiting event during an exceptionally long period of community-level masting in Borneo. Ecol Res 32, 537–545 (2017). https://doi.org/10.1007/s11284-017-1465-0","https://link.springer.com/article/10.1007/s11284-017-1465-0",NA,"Lambir Hills","4056","6900","4.1865","114.017","Sarawak","January",2013,"November",2014,"direct observation of trees","flower","June 2013","July 2013",NA,NA,NA,NA,2013-06-01,2013-07-01,"January","November",2013-01-01,2014-11-01
"271","lit review","Increased seed predation in the second fruiting event during an exceptionally long period of community-level masting in Borneo","Iku et al. 2017","Iku, A., Itioka, T., Kishimoto-Yamada, K. et al. Increased seed predation in the second fruiting event during an exceptionally long period of community-level masting in Borneo. Ecol Res 32, 537–545 (2017). https://doi.org/10.1007/s11284-017-1465-0","https://link.springer.com/article/10.1007/s11284-017-1465-0",NA,"Lambir Hills","4056","6900","4.1865","114.017","Sarawak","January",2013,"November",2014,"direct observation of trees","fruit","September 2013","October 2014",NA,NA,NA,NA,2013-09-01,2014-10-01,"January","November",2013-01-01,2014-11-01
"288","lit review","The ecology of conifer persistence in tropical rainforests: Podocarpus neriifolius in northern Thailand","Enright et al. 2022","Enright, N.J., Marod, D., Bennett, I. et al. The ecology of conifer persistence in tropical rainforests: Podocarpus neriifolius in northern Thailand. Plant Ecol 223, 297–314 (2022). https://doi.org/10.1007/s11258-021-01208-3","https://link.springer.com/article/10.1007/s11258-021-01208-3","Huai Kog Ma Watershed","Doi Suthep-Pui National Park","NA","16","18.8166667","98.9","Chiang Mai, Thailand","June",2015,"February",2019,"field observations, ground observation","fruit","June 2018","August 2018",NA,NA,NA,NA,2018-06-01,2018-08-01,"June","February",2015-06-01,2019-02-01
"399","lit review","Fluctuations of population density in Bornean orangutans (Pongo pygmaeus morio) related to fruit availability in the Danum Valley, Sabah, Malaysia: a 10-year record including two mast fruitings and three other peak fruitings","Kanamori et al. 2017","Kanamori, T., Kuze, N., Bernard, H. et al. Fluctuations of population density in Bornean orangutans (Pongo pygmaeus morio) related to fruit availability in the Danum Valley, Sabah, Malaysia: a 10-year record including two mast fruitings and three other peak fruitings. Primates 58, 225–235 (2017). https://doi.org/10.1007/s10329-016-0584-5","https://link.springer.com/article/10.1007/s10329-016-0584-5","Borneo Rainforest Lodge","Danum Valley","10279","200","5.0213889","117.7472222","Sabah","January",2005,"December",2014,"line transects","fruit","June 2010","September 2010",NA,NA,NA,NA,2010-06-01,2010-09-01,"January","December",2005-01-01,2014-12-01
"313","lit review","Dietary diversity, feeding selectivity, and responses to fruit scarcity of two sympatric Bornean primates (Hylobates albibarbis and Presbytis rubicunda rubida)","Clink et al. 2017","Clink DJ, Dillis C, Feilen KL, Beaudrot L, Marshall AJ. Dietary diversity, feeding selectivity, and responses to fruit scarcity of two sympatric Bornean primates (Hylobates albibarbis and Presbytis rubicunda rubida). PLoS One. 2017 Mar 9;12(3):e0173369. doi: 10.1371/journal.pone.0173369. PMID: 28278215; PMCID: PMC5344392.","https://pmc.ncbi.nlm.nih.gov/articles/PMC5344392/","Cabang Panti Research Station (CPRS)","Gunung Palung National Park","20378","5","-1.2166667","110.1166667","West Kalimantan","September",2007,"February",2013,"binoculars","fruit","December 2009","February 2010",NA,NA,NA,NA,2009-12-01,2010-02-01,"September","February",2007-09-01,2013-02-01
